mainData_articul;configCard_section;mainData_name;mainData_description;mainData_price;mainData_oldPrice;characteristic_width;characteristic_picture;characteristic_color;characteristic_counryOfOrigin;characteristic_composition;characteristic_weight;seoTags_header;seoTags_description;seoTags_keyWords
К-мс/гл-5;Муслин;Муслин голубой с серебряными каплями;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;470;;135;Крошка;Голубой;Китай;100% хлопок;130 гр.;;;
К-мс/гл-2;Муслин;Муслин белый с серебряными каплями;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;380;;135;Крошка;Белый;Китай;100% хлопок;130 гр.;;;
К-мс/гл-6;Муслин;Муслин зеленый с серебряными звездами;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;380;;135;Крошка;Зеленый;Китай;100% хлопок;130 гр.;;;
К-мс/гл-1;Муслин;Муслин белый с серебряными звездами;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;380;;135;Крошка;Белый;Китай;100% хлопок;130 гр.;;;
К-гл-60;Сатин (160см.);Сатин зеленый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;350;;160;Однотонный;Зеленый;Китай;100% хлопок;120-130гр;;;
К-гл-59;Сатин (160см.);Сатин оранжевый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;350;;160;Однотонный;Оранжевый;Китай;100% хлопок;120-130гр;;;
К-ср-4;Сатин (160см.);Сатин сердца на белом;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;310;;160;Прочие;Мультицвет;Китай;100% хлопок;120-130гр;;;
К-ав-4;Сатин (160см.);Сатин авокадо на зеленом;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;280;;160;Прочие;Зеленый;Китай;100% хлопок;120-130гр;;;
Фл-4;Флис;Флис молочный;Флис антипиллинг односторонний<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;325;;150;Однотонный;Синий;Китай;100% пэ;180гр;;;
М-30-1;Молнии;Молния потайная 30см белая;Молния потайная неразъемная.<br />Цвет: белый<br />Артикул: М-30-1<br />Размер: 30см<br /><br />При заказе от 3000руб. Вы получите дополнительную;19;;;;;;;;;;
М-50-2;Молнии;Молния потайная серая 50см;"Молния потайная.<br />Цвет: серый<br />Артикул: М-50-2<br />Размер: 50см<br />Цена: 27руб./шт<br /><br /><br /><br />Важная информация!<br />Товар добавляется в корзину кратно метру. Если Вам нужен нестандартный отрез (например, 70см) , укажите эту информацию в комментарии к заказу в корзине.#nbsp;Мы откорректируем заказ согласно Вашим пожеланиям.#nbsp;При заказе от 3000руб. Вы получите дополнительную скидку 5%.";27;;;;;;;;;;
М-50-3;Молнии;Молния потайная 50см бежевый;Молния потайная неразъемная.<br />Цвет: бежевый<br />Артикул: М-50-3<br />Размер: 50см<br /><br />При заказе от 3000руб. Вы получите дополнительную;27;;;;;;;;;;
М-50-4;Молнии;Молния потайная 60см белая;Молния потайная неразъемная.<br />Цвет: белый<br />Артикул: М-60-1<br />Размер: 60см<br /><br />При заказе от 3000руб. Вы получите дополнительную;32;;;;;;;;;;
К-цв-22;Сатин (160см.);Сатин цветы на белом;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;310;;160;Цветы и растения;;Китай;100% хлопок;120-130гр;;;
К-дз-3;Сатин (160см.);Сатин динозавры;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;330;;160;Зверята;;Китай;100% хлопок;120-130гр;Сатин хлопок динозавры с быстрой доставкой по России для детей;Ткань хлопок сатин для детского постельного белья, бортиков в кроватку, коконом и подушек для беременных;ткань динозавры, сатин хлопок детский, сатин динозавры, ткань с дино, сатин дино, ткани новосибирск, ткани абакан, ткани уфа, ткани кемерово
К-гл-61;Сатин (160см.);Сатин бирюзовый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;350;;160;Однотонный;Бирюзовый;Китай;100% хлопок;120-130гр;;;
М-40-1;Молнии;Молния потайная 40см белая;Молния потайная неразъемная.<br />Цвет: белый<br />Артикул: М-40-1<br />Размер: 40см<br /><br />Карта постоянного покупателя со скидкой 5% при единовременном заказе на сумму 3000руб. либо накоплении заказов на сумму 3500руб.;23;;;;;;;;;;
К-мс-53;Муслин;Муслин авокадо;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;367;420;135;Еда;;Китай;100% хлопок;130гр;;;
Бп-5;Панели для бортиков;Набор панелей для бортиков 35*35см/4шт Совята;Цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;440;;;;;Россия;100% хлопок;140гр;;;
Бп-6;Панели для бортиков;Набор панелей для бортиков 35*35см/4шт Зверята;"Цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />;При заказе от 3000руб. Вы получите дополнительную скидку 5%.";440;;;;;Россия;100% хлопок;140гр;;;
Бп-7;Панели для бортиков;Набор панелей для бортиков 35*35см/4шт Русалочка;Цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;440;;;;;Россия;100% хлопок;140гр;;;
Бп-8;Панели для бортиков;Набор панелей для бортиков 35*35см/4шт Цветы;Цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;360;440;;;;Россия;100% хлопок;140гр;;;
Бп-9;Панели для бортиков;Набор панелей для бортиков 35*35см/4шт Sweet dreams;Можно приобести половину набора. 2 панели 37х37см - 230руб.<br /><br />Цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;440;;;;;Россия;100% хлопок;140гр;;;
Нп-5;Панели для наволочек;Панель для наволочки 40*60см Сова;Материал: сатин премиум, 140гр.<br />Неактивная цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;245;;;;;Россия;100% хлопок;140гр;;;
Нп-7;Панели для наволочек;Панель для наволочки 40*60см Русалочка;Материал: сатин премиум, 140гр.<br />Неактивная цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;245;;;;;Россия;100% хлопок;140гр;;;
Нп-13;Панели для наволочек;Панель для наволочки 40*60см Лисенок;Материал: сатин премиум, 140гр.<br />Неактивная цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;245;;;;;Россия;100% хлопок;140гр;;;
Нп-15;Панели для наволочек;Панель для наволочки 40*60см Жирафик;Материал: сатин премиум, 140гр.<br />Неактивная цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;245;;;;;Россия;100% хлопок;140гр;;;
Нп-14;Панели для наволочек;Панель для наволочки 40*60см Ежик;Материал: сатин премиум, 140гр.<br />Неактивная цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;245;;;;;Россия;100% хлопок;140гр;;;
Оп-9а;Панели для одеял;Панель для одеяла 78*104см Ловец снов;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-8а;Панели для одеял;Панель для одеяла 78*104см Цветы розовые;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-5а;Панели для одеял;Панель для одеяла 78*104см Сова;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-6б;Панели для одеял;Панель для одеяла 78*104см Зебра;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-6а;Панели для одеял;Панель для одеяла 78*104см Львенок;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-7а;Панели для одеял;Панель для одеяла 78*104см Русалочка;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-15а;Панели для одеял;Панель для одеяла 78*104см Жирафик;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-10а;Панели для одеял;Панель для одеяла 78*104см Зайка;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-12а;Панели для одеял;Панель для одеяла 78*104см Кит;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-13а;Панели для одеял;Панель для одеяла 78*104см Лисенок;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;520;;;;;Россия;100% хлопок;140гр;;;
Оп-14а;Панели для одеял;Панель для одеяла 78*104см Ежик;Материал: сатин премиум, 140гр.<br />Цифровая печать. Стирка при 30град.<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;550;;;;;Россия;100% хлопок;140гр;;;
Нп-12;Панели для наволочек;Панель для наволочки 40*60см Кит;Материал: сатин премиум, 140гр.<br />Неактивная цифровая печать. Стирка при 30град.<br />Производитель: Россия<br /><br />При заказе от 3000руб. Вы получите дополнительную скидку 5%.;245;;;;;Россия;100% хлопок;140гр;;;
Лр15-гл-1;Ленты репсовые;Лента репсовая 15мм белая;При заказе от 10м цена - 7 руб./метр.<br />Рулон 91метр - 495руб./шт<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;9;;;;;;;;;;
К-мс-52;Муслин;Муслин светлый зеленый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;380;;135;Однотонный;Зеленый;Китай;100% хлопок;130гр;;;
П-к13-1;Пуговицы;Пуговица из кокоса;Карта постоянного покупателя со скидкой 5% при единовременном заказе на сумму 3000руб. либо накоплении заказов на сумму 3500руб;4;;0.013;;Коричневый/Бежевый;Турция;;;;;
П-к15-1;Пуговицы;Пуговица из кокоса;Карта постоянного покупателя со скидкой 5% при единовременном заказе на сумму 3000руб. либо накоплении заказов на сумму 3500руб;5;;0.015;;Коричневый/Бежевый;Турция;;;;;
Р-15-1;Резинка;Резинка вязаная 15мм белая;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;12;;;;Белый;Россия;;;;;
Т-сгл-15;Сатин (220-250см.);Сатин люкс серо-голубой;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;580;;240;Однотонный;Серо-голубой;Турция;100% хлопок;130гр;;;
К-мс-56;Муслин;Муслин листья цветные;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;367;420;135;Цветы и растения;;Китай;100% хлопок;130гр;;;
К-мс-55;Муслин;Муслин леопард коричневый/ кофе с молоком;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Геометрия;Коричневый/Бежевый;Китай;100% хлопок;130гр;;;
К-мс/гл-8;Муслин;Муслин розовый с серебряными звездами;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Звезды;Розовый;Китай;100% хлопок;130гр;;;
К-мс-51/1;Муслин;Муслин цветы на белом;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Цветы и растения;Мультицвет;Китай;100% хлопок;130гр;;;
К-пм-26/1;Плюш;Плюш минки бирюзовый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;180;Однотонный;Бирюзовый;Китай;100% пэ;260гр;;;
К-зв-15;Сатин (160см.);Сатин звезды крупные на темном синем;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;290;;160;Звезды;Синий;Китай;100% хлопок;120-130гр;;;
К-гл-4/1;Сатин (160см.);Сатин голубой;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;350;;160;Однотонный;Голубой;Китай;100% хлопок;120-130гр;;;
К-гл-62;Сатин (160см.);Сатин горчичный;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный вес (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;350;;160;Однотонный;Горчичный;Китай;100% хлопок;120-130гр;;;
К-гр-24;Сатин (160см.);Сатин горох черный на сером;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;310;;160;Горох;Серый;Китай;100% хлопок;120-130гр;;;
К-мс-61;Муслин;Муслин горох на горчичном;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Горох;Горчичный;Китай;100% хлопок;130гр;;;
К-мс-62;Муслин;Муслин васильки на белом;Муслин жатый двухслойный. Цвет фона - теплый белый(айвори)<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;367;420;135;Цветы и растения;Синий;Китай;100% хлопок;130гр;;;муслин жатый муслин цветы муслин васильки
К-мс-57;Муслин;Муслин тиффани;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Однотонный;Тиффани;Китай;100% хлопок;130гр;;;
К-мс-59;Муслин;Муслин радуга;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Прочие;Бежевый;Китай;100% хлопок;130гр;;;
К-мс-60;Муслин;Муслин сердечки;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;470;;135;Прочие;Молочный;Китай;100% хлопок;130гр;;;
К-мс-63;Муслин;Муслин ламы на белом;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Зверята;Синий;Китай;100% хлопок;130гр;;;
К-гр-25;Сатин (160см.);Сатин горох бежевый на молочном;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;320;;160;Горох;Бежевый;Китай;100% хлопок;120-130гр;;;
К-мс-58;Муслин;Муслин светлый желтый;Муслин жатый двухслойный<br /><br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Однотонный;Желтый;Китай;100% хлопок;130гр;;;
Т-вл-16;Велюр;Велюр хлопковый розовый;Трикотажный велюр. Качество пенье.<br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;574;660;180;Однотонный;Розовый;Турция;80% хлопок + 20% пэ;;Велюр ткань хлопок розовый для одежды и бортиков косичек;Велюр трикотажный розовый турция качество пенье для пошива одежды, хлопковый велюр купить в интернет магазине с доставкой по России;велюр хлопок, велюр ткань, велюр для одежды, велюр хлопковый турция, велюр кемерово, велюр новосибирск, велюр томск, велюр москва
Т-вл-17;Велюр;Велюр хлопковый светлый голубой;Трикотажный велюр.Качество пенье.<br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;574;660;180;Однотонный;Голубой;Турция;80% хлопок + 20% пэ;;Велюр голубой хлопоковая ткань для одежды и бортиков;Ткань велюр хлопковый голубой недорого для пошива одежды и детского текстиля купить в Кемерово и Новосибирске;велюр голубой, велюр хлопковый, велюр хлопковый москва, велюр хлопковый новосибирск, велюр хлопок для одежды, велюр хлопковый спб, велюр для одежды, велюр хлопковый турция купить
К-мс-64;Муслин;Муслин однотонный полынь;Муслин жатый двухслойный<br />Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;420;;135;Однотонный;Полынь;Китай;100% хлопок;130гр;;;
К-ж-4;Сатин (160см.);Сатин тигрята;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;330;;160;Горох;;Китай;100% хлопок;120-130гр;;;
К-ол-3;Сатин (160см.);Сатин оленёнок;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;330;;160;Зверята;;Китай;100% хлопок;120-130гр;;;
Кр-хл-15;Кружево;Кружево хлопковое 2см белый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;28;;;;Белый;;100% хлопок;;;;
Кр-хл-15/1;Кружево;Кружево хлопковое 2см крем;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;28;;;;Кремовый;;100% хлопок;;;;
Кр-хл-14;Кружево;Кружево хлопковое 1см белый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;19;;;;Белый;;100% хлопок;;;;
К-бт-4;Батист;Ажурный хлопок (батист);Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;440;;135;Однотонный;Белый;Китай;100% хлопок;100гр;;;
К-бм-2;Муслин;Бамбуковое полотно (бамбуковый муслин) стрекозы;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.<br /><br />;364;440;150;Птицы и бабочки;Мультицвет;Китай;70% бамбук + 30% хлопок;115гр;;;
К-бм-1;Муслин;Бамбуковое полотно (бамбуковый муслин) розы;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;364;440;150;Цветы и растения;Мультицвет;Китай;70% бамбук + 30% хлопок;115гр;;;
Кр-с-21;Кружево;Кружево на сетке белоснежный;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;115;;;;Белый;;;;;;
Кр-с-22;Кружево;Кружево на сетке белоснежный;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;130;;0.25;;Белый;;;;;;
Лр-гл-15;Ленты репсовые;Лента репсовая 12мм пыльная роза;При заказе от 10м цена - 6 руб./метр.;7;;;;Пыльная роза;;;;;;
К-гр-26;Сатин (160см.);Сатин горох на розовом;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;310;;160;Горох;Розовый;Китай;100% хлопок;130-140гр;;;
К-гл-63;Сатин (160см.);Сатин зеленый;Товар добавляется в корзину кратно 1м. Если Вам нужен нестандартный отрез (например, 0,5м) , укажите эту информацию в комментарии к заказу в корзине. Мы откорректируем заказ согласно Вашим пожеланиям. При заказе от 3000руб. Вы получите дополнительную скидку 5%.;350;;160;Однотонный;Зеленый;Китай;100% хлопок;120-130гр;;;
